タイトル,あらすじ,ジャンル
肉体の門,昭和22年。米軍占領下の東京で、せん、マヤ、花江、美乃、町子たちは街娼、いわゆるパンパンをしていた。棲み家はどぶ川沿いの焼けただれたビル。新橋を中心に関東一家と名乗っていた。田村泰次郎原作の映画化で、終戦直後の東京で娼婦としてたくましく生きる女たちの姿を描く。,"サスペンス／ミステリー,ヒューマンドラマ,青春"
スラムダンク 吠えろバスケットマン魂!! 花道と流川の熱き夏,「スラムダンク」シリーズ劇場版第4作目。陵南戦を控え、練習に励む花道たちのもとに、是非一緒にプレーしたいと申し込んできた少年がいた。その少年･水沢は、流川とともにインターハイに出場することが夢だという。夏よりも暑い練習を重ねる湘北バスケ部は、一度はその申し出を断るものの、水沢少年のバスケット選手生命が残り少ないことを知って引き受けることにする。流川だけでなく、桜木、赤木、三井、宮城たち湘北メンバーの豪快なファイト溢れるプレーがコートを駆け抜ける。,"アニメ,スポーツ,キッズ"
呪怨2,「リング」の高橋洋･監修、新たな恐怖があなたを襲う! 事故物件として処理され、怨念は消えたかに見えた村上家、「呪怨」で惨劇の舞台となった呪われた家に新しい入居者が…。そして、恐怖が再び始まる。,ホラー
ガールズ&パンツァー 最終章 第1話,学園存続を懸けた大学選抜チームとの試合にからくも勝利し、ようやく平穏な冬の日々を過ごしていた大洗女子学園戦車道チームのメンバーたち。3年生の卒業を控え、生徒会が改選されて新執行部が始動するなど、小さな変化も始まっていた。そんなある日、彼女たちの上に降って湧いた騒動。再び現れた難問に立ち向かうため、戦車道チームが再始動する。彼女たちは何のために、誰のために戦うのか―?,"アニメ,アクション,青春"
烈車戦隊トッキュウジャーVSキョウリュウジャー THE MOVIE,地球へと落ちてきた巨大なエネルギー体。それは悪の創造主デビウスだった。デビウスが完全な復活を遂げるまで、あと1日。デビウスの側近･紅蓮神官サラマズはシャドーラインと手を組んで、お互いに邪魔な存在であるキョウリュウジャーとトッキュウジャーを倒そうとする。クロックシャドーの歌を聴いてしまったために、子どもの姿に戻ってしまったトッキュウジャーは、それでもキョウリュウジャーとともに戦おうとするが――。,"特撮,キッズ,アクション"
仮面ライダーエグゼイド トリロジー アナザー･エンディング 仮面ライダーブレイブ&スナイプ,消滅したはずの小姫が突如現れ、困惑する飛彩。だが、小姫は復活を遂げたラヴリカに心を操られていた! そして、ニコを慕うアメリカ人、ルーク･キッドマンが大我の病院におしかけるが、ルークは大我の目の前でラヴリカのゲーム病を発症する。“最悪の恋愛ゲーム”の前に、二人の運命が翻弄される! そして暗躍する檀黎斗の目的とは…?,"特撮,キッズ,アクション"
ひるね姫 ～知らないワタシの物語～,岡山県倉敷市で父親と二人暮しをしている森川ココネ。何の取り柄も無い平凡な女子高生の彼女は、ついつい居眠りばかり。そんな彼女は最近、不思議なことに同じ夢ばかり見るようになる。考えなければいけないことがたくさんある彼女は寝てばかりもいられない。無口で無愛想なココネの父親は、そんな彼女の様子を知ってか知らずか、自動車の改造にばかり明け暮れている。2020年、東京オリンピックの3日前。突然父親が警察に逮捕され東京に連行される。どうしようもない父親ではあるが、そこまでの悪事を働いたとはどうしても思えない。ココネは次々と浮かび上がる謎を解決しようと、おさななじみの大学生モリオを連れて東京に向かう決意をする。その途上、彼女はいつも自分が見ている夢にこそ、事態を解決する鍵があることに気づく。,"アニメ,SF,青春"
ルパン三世 ルパン VS 複製人間,ルパンが処刑された。だが、銭形警部はそれを信じようとしなかった。処刑されたはずのルパンが姿を現した。処刑されたのは、ルパンそっくりの人物だったのだ。ルパンはエジプトのピラミッドに眠る賢者の石を盗み出し不二子の待つパリに向かうが、不二子はルパンから賢者の石を騙し取り、ある依頼人のもとに行く。その男はマモーと名乗った。不二子に何度も騙されるルパンに、愛想を尽かし去っていく次元と五ェ門。そんな中、ルパンはマモーに捕らわれ、カリブ海の孤島に運ばれてしまった。果たしてルパンはマモーに勝てるか?,"アニメ,アクション,サスペンス／ミステリー"
真救世主伝説 北斗の拳 五部作,「真救世主伝説」シリーズは、それぞれが原作とは違ったキャラクターの視点で描かれた新アニメシリーズ。劇場版の第一弾「ラオウ伝 殉愛の章」、OVA版の第二弾「ユリア伝」、劇場版の第三弾「ラオウ伝 激闘の章」、OVA版の第四弾「トキ伝」、劇場版の第五弾「ZERO ケンシロウ伝」の全五部作で構成。,"アニメ,SF,アクション"
SADA 戯作･阿部定の生涯,神田の畳屋の娘･定は、14歳のとき、処女を奪われる。そんな定を慰めたのが医学生の岡田で、定は岡田に恋をする。が、彼はハンセン氏病で、定の手にナイフを残して姿を消す。芸者から売春婦になった定は各地を転々、やがてパトロンの立花の勧めで料亭「きく本」に住み込みで働き出す。しかし定は主人の龍蔵と深い仲になり、二人で旅館に入り浸る…。,"恋愛,ヒューマンドラマ"
スラムダンク 劇場版,バスケアニメの金字塔ともいえる「スラムダンク」シリーズの劇場版第1作目。県下ベスト8の常連校である武園バスケ部との練習試合。武園のエース小田に対して、桜木花道がバスケットマンの意地を賭けて小田と戦う!!,"アニメ,スポーツ,キッズ"
