タイトル,あらすじ,ジャンル
タッチ3 君が通り過ぎたあとに -DON'T PASS ME BY-,高校3年生になった達也が猛練習に励む中、南も野球部のマネージャーとして奮闘。そんな中、明青野球部に恨みを持つ代理監督が就任。地獄のようなシゴキが始まる。,スポーツアニメ
ドラゴンボール 魔神城のねむり姫,弟子になりたければ、はるか遠くの魔神城からねむり姫を連れ帰れ。亀仙人から試練をあたえられた悟空は、同じく弟子入りをねらうクリリンと城へ乗りこむが…。,国内アクション・アドベンチャー
ビー・バップ・ハイスクール 高校与太郎哀歌,"憎き城東校の""ボンタン狩り""が始まり、その魔の手はヒロシとトオルにも及ぶ。さらには憧れの今日子ちゃんまで人質にとられ、ツッパリ大戦争に突入する。",アクションコメディ
ドラゴンボール 神龍の伝説,ぜいたくなグルメス王に苦しめられる王国の国民達。最高においしい食べ物を求めてドラゴンボールを探すグルメス王の横暴を止めるため、悟空は王国に乗りこむ!,国内アクション・アドベンチャー
タッチ2 さよならの贈り物,突然事故で命を落とした双子の弟・和也に代わって、達也は黙々と野球に打ち込み始める。一方、新体操部に入部した南は大会で優勝を果たし、一躍スターに。,スポーツアニメ
タッチ 背番号のないエース,上杉家の双子の兄弟、達也と和也、そして幼なじみの浅倉南。夢と希望に胸を膨らませ、高校生活をスタートさせた3人を、思いもかけない運命が待ち受ける。,スポーツアニメ
ビー・バップ・ハイスクール,2人そろって留年が決定したヒロシとトオル。だが、そのおかげで憧れの今日子ちゃんと同じクラスに! 恋にケンカに、ツッパリコンビがますます大暴れ。,アクションコメディ
未来少年コナン: 巨大機ギガントの復活,大半の人類と文明を滅ぼした最終戦争後の世界。太陽エネルギーを悪用しようとするレプカ一味に誘拐されたラナ。コナンと仲間が力をあわせて悪に立ち向かう。,キッズ・ファミリー映画
劇場版 機動戦士ガンダムIII めぐりあい宇宙編,宇宙へ出たアムロを待ち受ける運命の出会い、そして永遠の別れ。連邦とジオンの苛烈な戦いは、ついに最終局面へ。数多の命が散った戦いの果てにあるものとは…。,ロボット・サイボーグアニメ
スペース アドベンチャー コブラ,賞金稼ぎで、ある星の女王の末裔でもあるジェーンは、宇宙海賊コブラと共に3つ子の姉妹を探しに行く。銀河を救うため、自分の星を取り戻そうとするが...。,国内SF・ファンタジー
疑惑,夫への保険金殺人容疑をかけられた前科四犯の女。心証的にはまっ黒でも、何一つ物的証拠がない彼女の罪を立証できるのか? 実在の事件をヒントにしたサスペンス。,法廷ヒューマンドラマ
劇場版 機動戦士ガンダム,宇宙世紀0079、ジオン軍は、連邦軍が開発中のモビルスーツ・ガンダムを狙い、サイド7に侵入。アムロ・レイはガンダムのパイロットとして戦争に巻き込まれる。,国内SF・ファンタジー
劇場版 機動戦士ガンダムII 哀・戦士編,地球連邦軍の揚陸艦ホワイトベースと、ガンダムに乗りこむアムロ・レイは壮絶な戦いの後、なんとか地球へ帰還する。だがシャア率いるジオン軍は容赦がなかった。,国内SF・ファンタジー
じゃりン子チエ 劇場版,バクチ打ちの父に代わり、ホルモン焼き屋をひとりで切り盛りする元気な小学生5年生チエ。そんな少女の夢は、別居中の母親と3人でまた仲良く一緒に暮らすこと。,コメディ・ギャグアニメ
悪霊島,謎めいた島で男が不気味な言葉を残して逝った。調査に乗り出した金田一耕助は美しい双子姉妹に出会い、第二、第三の惨劇に巻き込まれていく...。,ヒューマンドラマ
震える舌,泥遊びの最中に指を怪我してしまった5歳の少女、昌子。その数日後、奇妙な症状がみられるようになり…。少女と両親を襲う悪夢の日々を描いた衝撃の作品。,国内名作映画
遥かなる山の呼び声,北の大地で生きる未亡人と幼い息子の親子は、牧場を切り盛りするだけで精一杯の毎日。だがそこへ通りすがりの男が現れ、親子の生活が少しずつ変わり始める。,日本アカデミー賞受賞映画
銀河鉄道999,母を殺された貧しい少年・鉄郎は、謎の女性メーテルと一緒に銀河鉄道999に乗り込む。鉄郎の望みは機械の体を手に入れ、母の復讐を果たすことだった。,国内SF・ファンタジー
復讐するは我にあり,女性や老人ら5人を殺害、78日間の逃亡を経て逮捕された稀代の殺人鬼、榎津巌。いかにして残虐極まりない殺人者が生まれたのか、犯行の軌跡と人間像に迫る。,日本アカデミー賞受賞映画
未来少年コナン[劇場版],大半の人類と文明を滅ぼした最終戦争後の世界で生まれた少年コナン。仲間たちと力をあわせて、地球征服を目論む悪に立ち向かう。,キッズアニメ
犬神家の一族（1976年版）,莫大な財産を持つ由緒ある名家で凄惨な連続殺人事件が発生。犯人探しに挑んだ名探偵金田一耕助はやがて、一族を巡る血塗られた秘密にたどり着く…。,ヒューマンドラマ
愛のコリーダ,昭和11年、料亭の住込み女中となった定は店の主人に惹かれ、情事を重ねる仲となる。駆け落ちした2人は、どんどん快楽の世界にのめり込んでいく...。,国内名作映画
三代目襲名,神戸の小さな組に過ぎなかった山口組を日本最大の暴力団組織に育て上げた男、三代目・田岡一雄。その自伝の内容に基づき、戦前から戦後の動乱の様子が描かれる。,実話に基づくヒューマンドラマ
日本百年,日本の歴史に刻まれた百年のなかで、日本人はいったい何を得て、何を失ったのか。明治の近代化から戦後の高度経済成長に至るまで、その軌跡をたどる。,国内時代劇
砂の器,"蒲田国鉄操車場内で死体が発見されるが、身許不明で捜査は難航。手掛かりは、殺害直前に被害者がある男と交わした会話で繰り返された""カメダ""という言葉だけ。",ヒューマンドラマ
硫黄島,太平洋戦争において最も激しい戦場となった硫黄島。島を掌握しようと日米双方に多くの犠牲者が出た。戦後ずっと保管されていたカラー映像がついに解禁。,歴史ドキュメンタリー
パンダコパンダ,おばあちゃんが遠くに出かけてしまい、留守中たった1人で暮らしていた少女ミミ子。ある日、子パンダと父のパパンダがやってきて、おかしく楽しい共同生活が始まる。,キッズ・ファミリー映画
男はつらいよシリーズ,全国津々浦々を旅しながら、テキヤ稼業で身を立てるフーテンの男。各地で恋に破れてはふらりと故郷の柴又へ。でも彼の温かい心は人を引き付けてやまないのだ。,日本アカデミー賞受賞映画
